,Food Name,Glycemic Load,Completeness Score,Amino Acid Score
25476,currants raw red and white,4.0,59.0,
25477,prego sauces basil pesto,,,
25478,cereals readytoeat quaker puffed wheat,,,
25479,kellogg special k cereal bars,,,
25480,progresso broccoli cheese soup with,,,
25481,distilled white all purpose vinegar,,,
25482,aglio condiment with extra virgin,,,
25483,fruit salad with whipped cream,,,
25484,orville redenbachers salted caramel popcorn,,,
25485,sweet potato no added fat,,,
25486,topping nuts and syrup,,,
25487,asiago cheese ravioli,,,
25488,raspberries unsweetened red frozen,,,
25489,apricot ginger teriyaki,,,
25490,basil oil,,,
25491,acai berry smart energy drink,,,
25492,cake without icing or filling,,,
25493,milk fat low cottage cheese,,,
25494,veal raw separable lean and,0.0,19.0,139.0
25495,chili sauce,26.0,55.0,115.0
25496,ice cream sandwich no sugar,,,
25497,colteryahn dairy lite iced tea,,,
25498,an enriched tomato and spinach,,,
25499,artisan extra virgin olive oil,,,
25500,crustaceans moist heat cooked queen,0.0,63.0,113.0
25501,totinos triple cheese pizza rolls,,,
25502,albertsons ice cream chocolate,,,
25503,alcoholic beverage canned whiskey sour,1.0,3.0,0.0
25504,quaker life maple brown sugar,,,
25505,a unique fusion of cheddar,,,
25506,kfc coleslaw,,,
25507,fruit juice drink diet,0.0,20.0,0.0
25508,cookies,16.0,7.0,
25509,barley pearl,19.0,36.0,73.0
25510,root kombucha,,,
25511,ravioli includes regular and light,,,
25512,bake rise pizza supreme,,,
25513,swiss steak,,,
25514,agutuk meatcaribou alaskan ice cream,,,
25515,sugared puff pastry shell,,,
25516,bbq steak sauce,,,
25517,arnold palmer half iced tea,,,
25518,shrimp not specified as to,,,
25519,abbott ensure original nutrition shake,,,
25520,cocoade pure premium coconut water,,,
25521,campbells pasta spaghettios w franks,,,
25522,blended peachpineapple salsa medium,,,
25523,honey maid graham crackers halves,,,
25524,peanut butter vitamin and mineral,0.0,53.0,
25525,best bet elbow macaroni,,,
25526,candies peanut bar,17.0,19.0,
25527,infant formula readytofeed nutramigen aa,,,
25528,graham cracker crumbs,,,
25529,infant formula powder with ara,10.0,57.0,
25530,half n iced tea lemonade,,,
25531,chicken leg skin eaten baked,,,
25532,currants dried,57.0,37.0,
25533,orange sport electrolyte beverage,,,
25534,fruit juice smoothie strawberry banana,,,
25535,hot chocolate cocoa made with,,,
25536,tuna on fire wedge,,,
25537,french toast from frozen gluten,,,
25538,glacier cherry lower sugar thirst,,,
25539,beaufor france mustard grape must,,,
25540,beef brisket not specified as,,,
25541,potatoes with salt drained boiled,2.0,51.0,109.0
25542,potsticker or wonton unprepared frozen,,,
25543,doughnut chocolate icing cake type,,,
25544,shrimp made with margarine baked,,,
25545,air heads ice cream blue,,,
25546,cafe de olla cold brew,,,
25547,kfc skin and breading removed,,,
25548,buttermilk ranch dressing classic creamy,,,
25549,pillsbury grands big and flaky,,,
25550,healthy choice portabella spinach parmesan,,,
25551,pretzels gluten free plain hard,,,
25552,cheese snackers havarti fruit snack,,,
25553,french vanilla advantedge carb control,,,
25554,fruit rollups,,,
25555,ham lean and fat eaten,,,
25556,italian farro organic pearled ancient,,,
25557,caramel spread,,,
25558,hawaiian style local boy sliced,,,
25559,american beauty enriched macaroni product,,,
25560,pudding sugar free readytoeat chocolate,,,
25561,ham not specified as to,,,
25562,beans raw mature seeds french,42.0,54.0,104.0
25563,barbecue pulled pork slow cook,,,
25564,orville redenbachers butter popcorn,,,
25565,dark brown premium pure cane,,,
25566,high potency hemp extract capsules,,,
25567,gatorade fruit punch thirst quencher,,,
25568,peanut butter and jelly sandwich,,,
25569,potato made with oil peel,,,
25570,natural tomatoes sauce,,,
25571,everyday value fire roasted cantina,,,
25572,snacks,26.0,11.0,
25573,summer squash cooked with oil,,,
25574,beef broiled cooked all grades,0.0,43.0,154.0
25575,morningstar farms breakfast maple patties,,,
25576,brown rice rotini,,,
25577,pancakes prepared complete dry mix,8.0,35.0,79.0
25578,prego sauces tomato ricotta,,,
25579,beef panfried cooked choice trimmed,,,
25580,celeste pepperoni pizza,,,
25581,sizzlin starters pork breakfast sandwich,,,
25582,nature valley blueberry soft baked,,,
25583,apple juice beverage light,,,
25584,barista bills coffee,,,
25585,fast foods with beans and,20.0,45.0,125.0
25586,creamsicle light,,,
25587,fanta green apple bottle fl,,,
25588,pork cooked ground fresh,0.0,30.0,146.0
25589,banana nut original nutrition shake,,,
25590,organic ancient grain,,,
25591,digiorno pizza baked frozen cheese,,,
25592,cajun seafood sauce,,,
25593,keebler graham cracker crumbs plain,,,
25594,abbott glucerna diabetic shake rich,,,
25595,soup prepared with equal volume,12.0,47.0,94.0
25596,bourbon brown sugar beans grill,,,
25597,chicken fc wingditties st and,,,
25598,carton style egg noodle,,,
25599,keebler fudge shoppe cookies vanilla,,,
25600,egg omelet or scrambled not,,,
25601,cheese food american cold pack,9.0,36.0,120.0
25602,americas northwest pepper jelly jalapeno,,,
25603,cornmeal fritter puerto rican style,,,
25604,margarita rimmer cocktail garnish,,,
25605,kelloggs special k protein bars,,,
25606,shellfish and noodles with tomatobased,,,
25607,antioxidant blend black rice lentils,,,
25608,beef broiled cooked all grades,0.0,43.0,154.0
25609,peter pan natural honey roasted,,,
25610,californian extra virgin olive oil,,,
25611,ice cream sandwich chocolate,,,
25612,potato salad made with light,,,
25613,aw root beer aged vanilla,,,
25614,clover valley teriyaki marinade with,,,
25615,tuna salad made with italian,,,
25616,sourdock young leaves alaska native,1.0,46.0,
25617,ham and cheese sandwich with,,,
25618,aloha barbecue sauce,,,
25619,artisanal mexican sauce,,,
25620,chilled cherry pomegranate prevital prebiotics,,,
25621,pork roasted cooked separable lean,0.0,26.0,146.0
25622,alexs ugly sauce habanero,,,
25623,danish cookies baked with butter,,,
25624,bronco bobs roasted raspberry chipotle,,,
25625,cherry mixed fruit in naturally,,,
25626,candies symphony milk chocolate bar,14.0,11.0,
25627,general tso stirfry sauce,,,
25628,vitasoy usa nasoya lite silken,,,
25629,applewood smoked turkey breast deli,,,
25630,sliced steaks,0.0,27.0,134.0
25631,big fizz root beer,,,
25632,artisan gelato sorbetto,,,
25633,neoguri stirfry noodles with seasoning,,,
25634,prune juice canned,16.0,42.0,
25635,soup condensed canned beef broth,3.0,50.0,
25636,grits fat added made with,,,
25637,iced chai,17.0,17.0,
25638,almonds flavored,20.0,8.0,
25639,pickles sour cucumber,0.0,50.0,61.0
25640,avocado oil mayo,,,
25641,annies organic birthday cake bunny,,,
25642,golden flax cold milled seed,,,
25643,orange flavored liquid water enhancer,,,
25644,pork broiled cooked separable lean,0.0,38.0,151.0
25645,david wasabi and soy almonds,,,
25646,winged bean leaves raw,2.0,70.0,76.0
25647,canadian bacon breakfast sandwich,,,
25648,keebler right bites cookies chocolate,,,
25649,crackers saltines includes oyster soda,35.0,29.0,36.0
25650,fried mushrooms,3.0,60.0,46.0
25651,healthy choice microwave red bean,,,
25652,orange tangerine liquid water enhancer,,,
25653,pork loin bone in chops,0.0,28.0,142.0
25654,ellis island unsweetened tropical tea,,,
25655,pepperidge farm cakes red velvet,,,
25656,chicken fc wingditties whole wings,,,
25657,better beans coffee,,,
25658,animal fat or drippings,,,
25659,diced apricots peeled in pear,,,
25660,chicken ground,0.0,38.0,120.0
25661,french toast from frozen whole,,,
25662,cocoa processed with alkali hifat,,,
25663,sweet potato fries not further,,,
25664,pork raw jowl variety meats,0.0,7.0,47.0
25665,bourbon peppercorn sauce,,,
25666,americas sweet mild salsa,,,
25667,chocolate milk made from dry,,,
25668,infant formula readytofeed similac expert,,,
25669,whey protein powder blend vanilla,,,
25670,trix cereal,19.0,60.0,
25671,oz pork skinless sausage link,,,
25672,amaretto butter sauce with a,,,
25673,cantina salsa hot,,,
25674,half lemonade tea peach,,,
25675,sugar granulated or lump white,,,
25676,frozen novelties no sugar added,4.0,27.0,
25677,banana ice cream with chocolate,,,
25678,brown rice pinto beans,,,
25679,turkey raw with added solution,,,
25680,beef grilled cooked select trimmed,0.0,44.0,94.0
25681,chicken bacon jalapeno pepper jack,,,
25682,chocolate milk made from dry,,,
25683,raw honey electrolytes,,,
25684,chrysanthemum tea drink,,,
25685,charred tomato basil sauce,,,
25686,beef not specified as to,,,
25687,cinco jotas pure iberco breed,,,
25688,sopaipilla without syrup or honey,,,
25689,egg omelet or scrambled no,,,
25690,beas brooklyns best gourmet pasta,,,
25691,noodle soup not further speficied,,,
25692,rush sports drink,,,
25693,crackers multigrain saltine,,,
25694,kashi crunchy bars honey,,,
25695,cattail narrow leaf shoots northern,0.0,70.0,
25696,pork broiled cooked with added,,,
25697,pork roasted cooked separable lean,0.0,26.0,146.0
25698,cantaloupe flavored green brewed iced,,,
25699,ice cream cone vanilla scooped,,,
25700,brown sugar hickory baked beans,,,
25701,progresso light soup crmy chckn,,,
25702,bread crumbs,14.0,40.0,52.0
25703,marie callenders chicken teriyaki dinner,,,
25704,kellogg rkt crackle snap fudge,,,
25705,chicken sausage with caramelized onions,,,
25706,claim jumper cherry danish pie,,,
25707,potatoes drained solids canned,9.0,51.0,110.0
25708,gin and tonic,,,
25709,beef braised cooked select trimmed,0.0,39.0,94.0
25710,barbqsauce,,,
25711,basmati white rice,,,
25712,grape electrolyte drink enhancer,,,
25713,puddings dry mix rice,71.0,8.0,
25714,spanish vegetable soup puerto rican,,,
25715,cereal quaker capn crunchs crunchberries,,,
25716,barbecue premium pizza sauce,,,
25717,blurberry lavender,,,
25718,chicken roasted cooked meat and,0.0,29.0,130.0
25719,guacamole not further speficied,,,
25720,pasta unenriched dry,,,
25721,coffee nonfat decaffeinated latte,,,
25722,all purpose gourmet sauce,,,
25723,fish raw alaska native king,0.0,40.0,
25724,beverages red bull energy drink,,,
25725,applewood bbq sauce,,,
25726,lays wavy hickory bbq potato,,,
25727,oscar mayer ham chopped with,1.0,22.0,
25728,chicken cordon bleu recipe topped,,,
25729,beverages fruit medley v splash,,,
25730,quaker apple cinnamon rice crisps,,,
25731,blossom water drink,,,
25732,sugarfree redcurrant pastilles,,,
25733,natural pasta sauce mushroom,,,
25734,enriched extra wide egg noodles,,,
25735,organic beef fajita sandwich,,,
25736,stewed pigs feet puerto rican,,,
25737,annies hmgrwn org pancake waffle,,,
25738,soup commercial prepared with equal,1.0,64.0,
25739,sunshine cheezit original,,,
25740,chocolate flavor milk powder,16.0,41.0,85.0
25741,totinos triple cheese party pizza,,,
25742,egg raw fresh whole goose,2.0,51.0,139.0
25743,coconut water pineapple tidbits,,,
25744,apple cider vinegar probiotic coldpressed,,,
25745,asian style seasame vinaigrette,,,
25746,ham smoked gouda sandwich,,,
25747,potato peel eaten baked,,,
25748,yogurt plain low fat milk,,,
25749,apple cider organic unfiltered juice,,,
25750,pork cooked cracklings,,,
25751,authentic basil pesto with whole,,,
25752,banquet chicken breast patties,,,
25753,quickick thirst quencher sport drink,,,
25754,turkey or chicken burger on,,,
25755,all natural mustards,,,
25756,organic amaranth,,,
25757,chicken raw meat only broilers,0.0,40.0,136.0
25758,fish raw burbot,0.0,52.0,148.0
25759,organic whole grain antique white,,,
25760,veal braised cooked separable lean,0.0,27.0,139.0
25761,americas higueral jamonada cooked salami,,,
25762,muffin english,15.0,15.0,
25763,organic king coconut water,,,
25764,japanesestyle bread crumbs,,,
25765,small curd lowfat cottage cheese,,,
25766,restaurant lasagna with meat italian,,,
25767,cascadian farm organic harvest berry,,,
25768,fruit and vegetable smoothie bottled,,,
25769,caffeine free birch beer,,,
25770,pina colada mix,,,
25771,cereals without salt prepared with,15.0,54.0,50.0
25772,pork panbroil heated separable lean,,,
25773,genuine brewed rice vinegar,,,
25774,larabar chocolate hazelnut fruit nut,,,
25775,up flavored soda tropical,,,
25776,halibut made with butter fried,,,
25777,keebler processor private label wheat,,,
25778,hickory smoked natural uncured bacon,,,
25779,turkey junior ba,,,
25780,allamerican pops,,,
25781,bold sloppy joe sauce,,,
25782,hunts tomato sauce for medium,,,
25783,chocolate chunk muffin mix,,,
25784,peas with salt drained boiled,5.0,88.0,34.0
25785,balsamic vinaigrette fat free sugar,,,
25786,artichoke tomato sauce,,,
25787,cherry sparkling rush,,,
25788,belvoir fruit farms juice lime,,,
25789,meat loaf made with beef,,,
25790,rice cereal instant dry ba,,,
25791,gluten free white quinoa,,,
25792,ham swiss on pretzel roll,,,
25793,infant formula readytofeed enfamil enfragrow,,,
25794,pork panfried cooked separable lean,,,
25795,chopped tomatoes,,,
25796,peaches stewed sulfured dehydrated lowmoisture,,,
25797,green banana sweet potato pancake,,,
25798,balsamic salad dressing,0.0,0.0,
25799,organic brown flax seed,,,
25800,patties made with only premium,,,
25801,buffalo chicken pizza,,,
25802,bertolli italian sausage torta pie,,,
25803,ancient grain meal,,,
25804,big win real brewed tea,,,
25805,frozen novelties creamsicle pops sugar,3.0,19.0,
25806,breadsticks topped with melted cheese,,,
25807,original all natural coconut water,,,
25808,campbells sauces marsala,,,
25809,infant formula with ara and,10.0,57.0,
25810,pie peanut butter cream,,,
25811,beef raw prime trimmed to,0.0,30.0,144.0
25812,frankfurter or hot dog cheesefilled,,,
25813,creamy dressing reduced calorie made,8.0,7.0,
25814,arrabbiata hot spicy pasta sauce,,,
25815,mustard greens fat added cooked,,,
25816,beef steak with onions puerto,,,
25817,natural medium cheddar cheese raisins,,,
25818,tropicana lemonade fluid ounce plastic,,,
25819,mixed seeds,33.0,30.0,81.0
25820,frankfurter or hot dog sandwich,,,
25821,organic yellow corn pasta fusilli,,,
25822,larabar chocolate covered almond fruit,,,
25823,birthday cake flavored ice cream,,,
25824,prego sauces cheddar,,,
25825,instant noodles,,,
25826,alcoholic beverage chenin blanc white,0.0,0.0,
25827,puerto rican stew,,,
25828,beef grilled cooked choice trimmed,0.0,41.0,94.0
25829,cherry mixed fruit in juice,,,
25830,flowers or blossoms of sesbania,,,
25831,balsamic fat free vinaigrette,,,
25832,venisondeer steak not specified as,,,
25833,italian dressing light,0.0,0.0,
25834,brown sauce prep with beef,,,
25835,infant formula prepared from powder,1.0,62.0,
25836,chocolate milk made from dry,,,
25837,bartlett pear halves in organic,,,
25838,beef raw all grades trimmed,0.0,41.0,94.0
25839,bombardoni lisci with porcini mushrooms,,,
25840,beef braised cooked select trimmed,0.0,39.0,94.0
25841,bbq shrimp mix,,,
25842,cauliflower pizza crust original,,,
25843,bertagni porcini mushroom and truffle,,,
25844,flour unenriched whole wheat,,,
25845,bacon bones fully cooked ba,,,
25846,cookies fig bars,18.0,21.0,74.0
25847,bistro style bavarian brand headcheese,,,
25848,select pure water,,,
25849,beef braised cooked all grades,0.0,38.0,94.0
25850,spirulina mg double strength nutrient,,,
25851,zico coconut water watermelon raspberry,,,
25852,chewing gum regular,,,
25853,organic plain bread crumbs,,,
25854,stuffed pepper with rice and,,,
25855,cabbage salad or coleslaw made,,,
25856,breakfast ham slices with natural,,,
25857,frankfurter or hot dog sandwich,,,
25858,string cheese seedless grapes cinnamon,,,
25859,cheese sandwich no spread on,,,
25860,blood orange kombucha premium probiotic,,,
25861,everyday value dr snap drink,,,
25862,mango raw,8.0,50.0,31.0
25863,berry lemonade organic juice,,,
25864,ice creams chocolate,35.0,13.0,
25865,chicken bacon and ranch sauce,,,
25866,lays kettle cooked mesquite bbq,,,
25867,margarinelike spread smart beat super,,,
25868,hyacinth beans raw mature seeds,85.0,44.0,79.0
25869,puddings instant dry mix lemon,65.0,3.0,0.0
25870,diced bartlett pears packed in,,,
25871,ham steaks with natural juices,,,
25872,egg omelet or scrambled fat,,,
25873,baked beans from fast food,,,
25874,beef steak lean and fat,0.0,29.0,144.0
25875,onions sauteed yellow,2.0,21.0,25.0
25876,berry pomegranate water enhancer,,,
