,Food,Matching Food,Category of Matching Food,Number of common flavor molecules
53978,Waffle,Prickly Pear,Pear,3
53979,Waffle,Pineapple,Fruit,3
53980,Waffle,Plum,Fruit,3
53981,Waffle,Pumpkin,Fruit,3
53982,Waffle,Quince,Fruit,3
53983,Waffle,Sapodilla,Fruit,3
53984,Waffle,Starfruit,Fruit,3
53985,Waffle,Tamarind,Fruit,3
53986,Waffle,Cranberry,Berry,3
53987,Waffle,Gooseberry,Berry,3
53988,Waffle,Lingonberry,Berry,3
53989,Waffle,Loganberry,Berry,3
53990,Waffle,Raspberry,Berry,3
53991,Waffle,Strawberry,Berry,3
53992,Waffle,Grapefruit Fruit,Fruit,3
53993,Waffle,Kumquat Fruit,Fruit,3
53994,Waffle,Lemon Fruit,Fruit,3
53995,Waffle,Lime Fruit,Fruit,3
53996,Waffle,Mandarin Orange Fruit,Orange,3
53997,Waffle,Mushroom,Fungus,3
53998,Waffle,Basil,Herb,3
53999,Waffle,Buckwheat,Herb,3
54000,Waffle,Chervil,Herb,3
54001,Waffle,Coriander,Herb,3
54002,Waffle,Dill,Herb,3
54003,Waffle,Fennel,Herb,3
54004,Waffle,Fenugreek,Herb,3
54005,Waffle,Garlic,Herb,3
54006,Waffle,Rhubarb,Herb,3
54007,Waffle,Rosemary,Herb,3
54008,Waffle,Beef,Meat,3
54009,Waffle,Beef Processed,Processed,3
54010,Waffle,Chicken,Meat,3
54011,Waffle,Mutton,Meat,3
54012,Waffle,Pork,Meat,3
54013,Waffle,Turkey,Meat,3
54014,Waffle,Almond,Nut,3
54015,Waffle,Brazil Nut,Nut,3
54016,Waffle,Beans,Legume,3
54017,Waffle,Lima Beans,Beans,3
54018,Waffle,Peanut,Nut,3
54019,Soy Milk,Soybean,Legume,9
54020,Soy Milk,Soybean Sauce Plant,Sauce,9
54021,Soy Milk,Green Beans,Beans,9
54022,Soy Milk,Brussels Sprout,Sprout,9
54023,Soy Milk,Pomegranate,Fruit,9
54024,Soy Milk,Spinach,Vegetable,9
54025,Soy Milk,Sunflower,Flower,9
54026,Soy Milk,Dandelion,Flower,9
54027,Soy Milk,Mung Bean,Bean,9
54028,Soy Milk,Tofu Plant,Plant,9
54029,Soy Milk,Bread,Bakery,8
54030,Soy Milk,Barley,Cereal,8
54031,Soy Milk,Oats,Cereal,8
54032,Soy Milk,Rice,Cereal,8
54033,Soy Milk,Corn,Maize,8
54034,Soy Milk,Artichoke,Flower,8
54035,Soy Milk,Apple,Fruit,8
54036,Soy Milk,Apricot,Fruit,8
54037,Soy Milk,Avocado,Fruit,8
54038,Soy Milk,Banana,Fruit,8
54039,Soy Milk,Cherimoya,Fruit,8
54040,Soy Milk,Coconut,Fruit,8
54041,Soy Milk,Black Currant,Currant,8
54042,Soy Milk,Red Currant,Currant,8
54043,Soy Milk,Dates,Fruit,8
54044,Soy Milk,Elderberry,Fruit-Berry,8
54045,Soy Milk,Fig,Fruit,8
54046,Soy Milk,Grape,Fruit,8
54047,Soy Milk,Guava,Fruit,8
54048,Soy Milk,Kiwifruit,Fruit,8
54049,Soy Milk,Litchi,Fruit,8
54050,Soy Milk,Loquat,Fruit,8
54051,Soy Milk,Mango,Fruit,8
54052,Soy Milk,Melon,Fruit,8
54053,Soy Milk,Musk Melon,Melon,8
54054,Soy Milk,Orange,Fruit,8
54055,Soy Milk,Papaya,Fruit,8
54056,Soy Milk,Passionfruit,Fruit,8
54057,Soy Milk,Peach,Fruit,8
54058,Soy Milk,Pear,Fruit,8
54059,Soy Milk,Prickly Pear,Pear,8
54060,Soy Milk,Pineapple,Fruit,8
54061,Soy Milk,Plum,Fruit,8
54062,Soy Milk,Pumpkin,Fruit,8
54063,Soy Milk,Quince,Fruit,8
54064,Soy Milk,Starfruit,Fruit,8
54065,Soy Milk,Tamarind,Fruit,8
54066,Soy Milk,Cranberry,Berry,8
54067,Soy Milk,Gooseberry,Berry,8
54068,Soy Milk,Lingonberry,Berry,8
54069,Soy Milk,Loganberry,Berry,8
54070,Soy Milk,Raspberry,Berry,8
54071,Soy Milk,Strawberry,Berry,8
54072,Soy Milk,Grapefruit Fruit,Fruit,8
54073,Soy Milk,Kumquat Fruit,Fruit,8
54074,Soy Milk,Lemon Fruit,Fruit,8
54075,Soy Milk,Lime Fruit,Fruit,8
54076,Soy Milk,Mandarin Orange Fruit,Orange,8
54077,Soy Milk,Mushroom,Fungus,8
54078,Soy Milk,Buckwheat,Herb,8
54079,Soy Milk,Chervil,Herb,8
54080,Soy Milk,Coriander,Herb,8
54081,Soy Milk,Dill,Herb,8
54082,Soy Milk,Fennel,Herb,8
54083,Soy Milk,Garlic,Herb,8
54084,Soy Milk,Rhubarb,Herb,8
54085,Soy Milk,Almond,Nut,8
54086,Soy Milk,Brazil Nut,Nut,8
54087,Soy Milk,Beans,Legume,8
54088,Soy Milk,Lima Beans,Beans,8
54089,Soy Milk,Peanut,Nut,8
54090,Soy Milk,Hazelnut,Nut,8
54091,Soy Milk,Pecans,Nut,8
54092,Soy Milk,Walnut,Nut,8
54093,Soy Milk,Sesame,Seed,8
54094,Soy Milk,Chicory,Plant,8
54095,Soy Milk,Olive,Plant,8
54096,Soy Milk,Pine,Plant,8
54097,Soy Milk,Tea,Plant,8
54098,Soy Milk,Watercress,Plant,8
54099,Soy Milk,Rye,Cereal,8
54100,Soy Milk,Celery,Spice,8
54101,Soy Milk,Ginger,Spice,8
54102,Soy Milk,Nutmeg,Spice,8
54103,Soy Milk,Parsley,Spice,8
54104,Soy Milk,Pepper,Spice,8
54105,Soy Milk,Chive,Vegetable,8
54106,Soy Milk,Endive,Vegetable,8
54107,Soy Milk,Leek,Vegetable,8
54108,Soy Milk,Lettuce,Vegetable,8
54109,Soy Milk,Okra,Vegetable,8
54110,Soy Milk,Broccoli,Cabbage,8
54111,Soy Milk,Cabbage,Cabbage,8
54112,Soy Milk,Cauliflower,Cabbage,8
54113,Soy Milk,Horseradish,Cabbage,8
54114,Soy Milk,Mustard,Cabbage,8
54115,Soy Milk,Radish Vegetable,Vegetable,8
54116,Soy Milk,Turnip Vegetable,Vegetable,8
54117,Soy Milk,Kohlrabi,Cabbage,8
54118,Meatloaf,Bread,Bakery,4
54119,Meatloaf,Wholewheat Bread,Bread,4
54120,Meatloaf,Wine Beverage,Beverage,4
54121,Meatloaf,Barley,Cereal,4
54122,Meatloaf,Crispbread,Cereal,4
54123,Meatloaf,Oats,Cereal,4
54124,Meatloaf,Rice,Cereal,4
54125,Meatloaf,Corn,Maize,4
54126,Meatloaf,Popcorn,Maize,4
54127,Meatloaf,Butter,Dairy,4
54128,Meatloaf,Cheese,Dairy,4
54129,Meatloaf,Other Cheeses,Cheeses,4
54130,Meatloaf,Milk,Dairy,4
54131,Meatloaf,Yogurt,Dairy,4
54132,Meatloaf,Crab,Seafood,4
54133,Meatloaf,Codfish,Fish,4
54134,Meatloaf,Artichoke,Flower,4
54135,Meatloaf,Apple,Fruit,4
54136,Meatloaf,Apricot,Fruit,4
54137,Meatloaf,Avocado,Fruit,4
54138,Meatloaf,Banana,Fruit,4
54139,Meatloaf,Cherimoya,Fruit,4
54140,Meatloaf,Coconut,Fruit,4
54141,Meatloaf,Black Currant,Currant,4
54142,Meatloaf,Red Currant,Currant,4
54143,Meatloaf,Dates,Fruit,4
54144,Meatloaf,Elderberry,Fruit-Berry,4
54145,Meatloaf,Feijoa,Fruit,4
54146,Meatloaf,Fig,Fruit,4
54147,Meatloaf,Grape,Fruit,4
54148,Meatloaf,Guava,Fruit,4
54149,Meatloaf,Jackfruit,Fruit,4
54150,Meatloaf,Kiwifruit,Fruit,4
54151,Meatloaf,Litchi,Fruit,4
54152,Meatloaf,Loquat,Fruit,4
54153,Meatloaf,Mango,Fruit,4
54154,Meatloaf,Melon,Fruit,4
54155,Meatloaf,Musk Melon,Melon,4
54156,Meatloaf,Orange,Fruit,4
54157,Meatloaf,Papaya,Fruit,4
54158,Meatloaf,Passionfruit,Fruit,4
54159,Meatloaf,Peach,Fruit,4
54160,Meatloaf,Pear,Fruit,4
54161,Meatloaf,Prickly Pear,Pear,4
54162,Meatloaf,Pineapple,Fruit,4
54163,Meatloaf,Plum,Fruit,4
54164,Meatloaf,Pumpkin,Fruit,4
54165,Meatloaf,Quince,Fruit,4
54166,Meatloaf,Sapodilla,Fruit,4
54167,Meatloaf,Starfruit,Fruit,4
54168,Meatloaf,Tamarind,Fruit,4
54169,Meatloaf,Cranberry,Berry,4
54170,Meatloaf,Gooseberry,Berry,4
54171,Meatloaf,Lingonberry,Berry,4
54172,Meatloaf,Loganberry,Berry,4
54173,Meatloaf,Raspberry,Berry,4
54174,Meatloaf,Strawberry,Berry,4
54175,Meatloaf,Grapefruit Fruit,Fruit,4
54176,Meatloaf,Kumquat Fruit,Fruit,4
54177,Meatloaf,Lemon Fruit,Fruit,4
54178,Meatloaf,Lime Fruit,Fruit,4
54179,Meatloaf,Mandarin Orange Fruit,Orange,4
54180,Meatloaf,Mushroom,Fungus,4
54181,Meatloaf,Basil,Herb,4
54182,Meatloaf,Buckwheat,Herb,4
54183,Meatloaf,Chervil,Herb,4
54184,Meatloaf,Coriander,Herb,4
54185,Meatloaf,Dill,Herb,4
54186,Meatloaf,Fennel,Herb,4
54187,Meatloaf,Fenugreek,Herb,4
54188,Meatloaf,Garlic,Herb,4
54189,Meatloaf,Rhubarb,Herb,4
54190,Meatloaf,Rosemary,Herb,4
54191,Meatloaf,Beef,Meat,4
54192,Meatloaf,Chicken,Meat,4
54193,Meatloaf,Mutton,Meat,4
54194,Meatloaf,Pork,Meat,4
54195,Meatloaf,Turkey,Meat,4
54196,Meatloaf,Almond,Nut,4
54197,Meatloaf,Brazil Nut,Nut,4
54198,Meatloaf,Beans,Legume,4
54199,Meatloaf,Lima Beans,Beans,4
54200,Meatloaf,Peanut,Nut,4
54201,Meatloaf,Peas,Legume,4
54202,Meatloaf,Soybean,Legume,4
54203,Meatloaf,Soybean Sauce Plant,Sauce,4
54204,Meatloaf,Hazelnut,Nut,4
54205,Meatloaf,Macadamia Nut,Nut,4
54206,Meatloaf,Pecans,Nut,4
54207,Meatloaf,Walnut,Nut,4
54208,Meatloaf,Sesame,Seed,4
54209,Meatloaf,Chicory,Plant,4
54210,Meatloaf,Laurel,Plant,4
54211,Meatloaf,Olive,Plant,4
54212,Meatloaf,Pine,Plant,4
54213,Meatloaf,Tea,Plant,4
54214,Meatloaf,Watercress,Plant,4
54215,Meatloaf,Honey Plant,Plant,4
54216,Meatloaf,Rye,Cereal,4
54217,Cocktail,Bread,Bakery,2
54218,Cocktail,Rye Bread,Bread,2
54219,Cocktail,Wholewheat Bread,Bread,2
54220,Cocktail,Beer Beverage,Beverage,2
54221,Cocktail,Gin Beverage,Beverage,2
54222,Cocktail,Rum Beverage,Beverage,2
54223,Cocktail,Whisky Beverage,Beverage,2
54224,Cocktail,Wine Beverage,Beverage,2
54225,Cocktail,Sake Beverage,Beverage,2
54226,Cocktail,Coffee Beverage,Beverage,2
54227,Cocktail,Barley,Cereal,2
54228,Cocktail,Crispbread,Cereal,2
54229,Cocktail,Oats,Cereal,2
54230,Cocktail,Rice,Cereal,2
54231,Cocktail,Corn,Maize,2
54232,Cocktail,Popcorn,Maize,2
54233,Cocktail,Butter,Dairy,2
54234,Cocktail,Buttermilk,Dairy,2
54235,Cocktail,Cheese,Dairy,2
54236,Cocktail,Other Cheeses,Cheeses,2
54237,Cocktail,Milk,Dairy,2
54238,Cocktail,Milk Fat,Fat,2
54239,Cocktail,Milk Powder,Powder,2
54240,Cocktail,Yogurt,Dairy,2
54241,Cocktail,Lemon Grass Essential,Grass,2
54242,Cocktail,Crab,Seafood,2
54243,Cocktail,Crayfish,Seafood,2
54244,Cocktail,Kelp,Seafood,2
54245,Cocktail,Lobster,Seafood,2
54246,Cocktail,Mollusc,Seafood,2
54247,Cocktail,Oyster,Seafood,2
54248,Cocktail,Scallop,Seafood,2
54249,Cocktail,Shrimp,Seafood,2
54250,Cocktail,Squid,Seafood,2
54251,Cocktail,Bonito,Fish,2
54252,Cocktail,Codfish,Fish,2
54253,Cocktail,Artichoke,Flower,2
54254,Cocktail,Apple,Fruit,2
54255,Cocktail,Apricot,Fruit,2
54256,Cocktail,Avocado,Fruit,2
54257,Cocktail,Banana,Fruit,2
54258,Cocktail,Cherimoya,Fruit,2
54259,Cocktail,Coconut,Fruit,2
54260,Cocktail,Black Currant,Currant,2
54261,Cocktail,Red Currant,Currant,2
54262,Cocktail,Dates,Fruit,2
54263,Cocktail,Durian,Fruit,2
54264,Cocktail,Elderberry,Fruit-Berry,2
54265,Cocktail,Feijoa,Fruit,2
54266,Cocktail,Fig,Fruit,2
54267,Cocktail,Grape,Fruit,2
54268,Cocktail,Guava,Fruit,2
54269,Cocktail,Hogplum,Fruit,2
54270,Cocktail,Jackfruit,Fruit,2
54271,Cocktail,Kiwifruit,Fruit,2
54272,Cocktail,Litchi,Fruit,2
54273,Cocktail,Loquat,Fruit,2
54274,Cocktail,Mango,Fruit,2
54275,Cocktail,Melon,Fruit,2
54276,Cocktail,Musk Melon,Melon,2
54277,Cocktail,Naranjilla,Fruit,2
54278,Cocktail,Orange,Fruit,2
54279,Cocktail,Papaya,Fruit,2
54280,Cocktail,Passionfruit,Fruit,2
54281,Cocktail,Peach,Fruit,2
54282,Cocktail,Pear,Fruit,2
54283,Cocktail,Prickly Pear,Pear,2
54284,Cocktail,Pineapple,Fruit,2
54285,Cocktail,Plum,Fruit,2
54286,Cocktail,Pumpkin,Fruit,2
54287,Cocktail,Quince,Fruit,2
54288,Cocktail,Sapodilla,Fruit,2
54289,Cocktail,Soursop,Fruit,2
54290,Cocktail,Starfruit,Fruit,2
54291,Cocktail,Tamarind,Fruit,2
54292,Cocktail,Blueberry,Berry,2
54293,Cocktail,Cherry,Berry,2
54294,Cocktail,Bitter Cherry,Cherry,2
54295,Cocktail,Sour Cherry,Cherry,2
54296,Cocktail,Cloudberry,Berry,2
54297,Cocktail,Cranberry,Berry,2
54298,Cocktail,Gooseberry,Berry,2
54299,Cocktail,Lingonberry,Berry,2
54300,Cocktail,Loganberry,Berry,2
54301,Cocktail,Raspberry,Berry,2
54302,Cocktail,Strawberry,Berry,2
54303,Cocktail,Grapefruit Fruit,Fruit,2
54304,Cocktail,Kumquat Fruit,Fruit,2
54305,Cocktail,Lemon Fruit,Fruit,2
54306,Cocktail,Lime Fruit,Fruit,2
54307,Cocktail,Mandarin Orange Fruit,Orange,2
54308,Cocktail,Vanilla Fruit,Fruit,2
54309,Cocktail,Mushroom,Fungus,2
54310,Cocktail,Basil,Herb,2
54311,Cocktail,Buckwheat,Herb,2
54312,Cocktail,Chervil,Herb,2
54313,Cocktail,Coriander,Herb,2
54314,Cocktail,Dill,Herb,2
54315,Cocktail,Fennel,Herb,2
54316,Couscous,Bread,Bakery,2
54317,Couscous,Rye Bread,Bread,2
54318,Couscous,Wholewheat Bread,Bread,2
54319,Couscous,Beer Beverage,Beverage,2
54320,Couscous,Gin Beverage,Beverage,2
54321,Couscous,Rum Beverage,Beverage,2
54322,Couscous,Whisky Beverage,Beverage,2
54323,Couscous,Wine Beverage,Beverage,2
54324,Couscous,Sake Beverage,Beverage,2
54325,Couscous,Coffee Beverage,Beverage,2
54326,Couscous,Barley,Cereal,2
54327,Couscous,Crispbread,Cereal,2
54328,Couscous,Oats,Cereal,2
54329,Couscous,Rice,Cereal,2
54330,Couscous,Corn,Maize,2
54331,Couscous,Popcorn,Maize,2
54332,Couscous,Butter,Dairy,2
54333,Couscous,Buttermilk,Dairy,2
54334,Couscous,Cheese,Dairy,2
54335,Couscous,Other Cheeses,Cheeses,2
54336,Couscous,Milk,Dairy,2
54337,Couscous,Milk Fat,Fat,2
54338,Couscous,Milk Powder,Powder,2
54339,Couscous,Yogurt,Dairy,2
54340,Couscous,Lemon Grass Essential,Grass,2
54341,Couscous,Crab,Seafood,2
54342,Couscous,Crayfish,Seafood,2
54343,Couscous,Kelp,Seafood,2
54344,Couscous,Lobster,Seafood,2
54345,Couscous,Mollusc,Seafood,2
54346,Couscous,Oyster,Seafood,2
54347,Couscous,Scallop,Seafood,2
54348,Couscous,Shrimp,Seafood,2
54349,Couscous,Squid,Seafood,2
54350,Couscous,Bonito,Fish,2
54351,Couscous,Codfish,Fish,2
54352,Couscous,Artichoke,Flower,2
54353,Couscous,Apple,Fruit,2
54354,Couscous,Apricot,Fruit,2
54355,Couscous,Avocado,Fruit,2
54356,Couscous,Banana,Fruit,2
54357,Couscous,Cherimoya,Fruit,2
54358,Couscous,Coconut,Fruit,2
54359,Couscous,Black Currant,Currant,2
54360,Couscous,Red Currant,Currant,2
54361,Couscous,Dates,Fruit,2
54362,Couscous,Durian,Fruit,2
54363,Couscous,Elderberry,Fruit-Berry,2
54364,Couscous,Feijoa,Fruit,2
54365,Couscous,Fig,Fruit,2
54366,Couscous,Grape,Fruit,2
54367,Couscous,Guava,Fruit,2
54368,Couscous,Hogplum,Fruit,2
54369,Couscous,Jackfruit,Fruit,2
54370,Couscous,Kiwifruit,Fruit,2
54371,Couscous,Litchi,Fruit,2
54372,Couscous,Loquat,Fruit,2
54373,Couscous,Mango,Fruit,2
54374,Couscous,Melon,Fruit,2
54375,Couscous,Musk Melon,Melon,2
54376,Couscous,Naranjilla,Fruit,2
54377,Couscous,Orange,Fruit,2
54378,Couscous,Papaya,Fruit,2
54379,Couscous,Passionfruit,Fruit,2
54380,Couscous,Peach,Fruit,2
54381,Couscous,Pear,Fruit,2
54382,Couscous,Prickly Pear,Pear,2
54383,Couscous,Pineapple,Fruit,2
54384,Couscous,Plum,Fruit,2
54385,Couscous,Pumpkin,Fruit,2
54386,Couscous,Quince,Fruit,2
54387,Couscous,Sapodilla,Fruit,2
54388,Couscous,Soursop,Fruit,2
54389,Couscous,Starfruit,Fruit,2
54390,Couscous,Tamarind,Fruit,2
54391,Couscous,Blueberry,Berry,2
54392,Couscous,Cherry,Berry,2
54393,Couscous,Bitter Cherry,Cherry,2
54394,Couscous,Sour Cherry,Cherry,2
54395,Couscous,Cloudberry,Berry,2
54396,Couscous,Cranberry,Berry,2
54397,Couscous,Gooseberry,Berry,2
54398,Couscous,Lingonberry,Berry,2
54399,Couscous,Loganberry,Berry,2
54400,Couscous,Raspberry,Berry,2
54401,Couscous,Strawberry,Berry,2
54402,Couscous,Grapefruit Fruit,Fruit,2
54403,Couscous,Kumquat Fruit,Fruit,2
54404,Couscous,Lemon Fruit,Fruit,2
54405,Couscous,Lime Fruit,Fruit,2
54406,Couscous,Mandarin Orange Fruit,Orange,2
54407,Couscous,Vanilla Fruit,Fruit,2
54408,Couscous,Mushroom,Fungus,2
54409,Couscous,Basil,Herb,2
54410,Couscous,Buckwheat,Herb,2
54411,Couscous,Chervil,Herb,2
54412,Couscous,Coriander,Herb,2
54413,Couscous,Dill,Herb,2
54414,Couscous,Fennel,Herb,2
54415,Bulgur,Bread,Bakery,3
54416,Bulgur,Wholewheat Bread,Bread,3
54417,Bulgur,Wine Beverage,Beverage,3
54418,Bulgur,Barley,Cereal,3
54419,Bulgur,Crispbread,Cereal,3
54420,Bulgur,Oats,Cereal,3
54421,Bulgur,Rice,Cereal,3
54422,Bulgur,Corn,Maize,3
54423,Bulgur,Popcorn,Maize,3
54424,Bulgur,Butter,Dairy,3
54425,Bulgur,Cheese,Dairy,3
54426,Bulgur,Other Cheeses,Cheeses,3
54427,Bulgur,Milk,Dairy,3
54428,Bulgur,Yogurt,Dairy,3
54429,Bulgur,Lemon Grass Essential,Grass,3
54430,Bulgur,Crab,Seafood,3
54431,Bulgur,Kelp,Seafood,3
54432,Bulgur,Codfish,Fish,3
54433,Bulgur,Artichoke,Flower,3
54434,Bulgur,Apple,Fruit,3
54435,Bulgur,Apricot,Fruit,3
54436,Bulgur,Avocado,Fruit,3
54437,Bulgur,Banana,Fruit,3
54438,Bulgur,Cherimoya,Fruit,3
54439,Bulgur,Coconut,Fruit,3
54440,Bulgur,Black Currant,Currant,3
54441,Bulgur,Red Currant,Currant,3
54442,Bulgur,Dates,Fruit,3
54443,Bulgur,Durian,Fruit,3
54444,Bulgur,Elderberry,Fruit-Berry,3
54445,Bulgur,Feijoa,Fruit,3
54446,Bulgur,Fig,Fruit,3
54447,Bulgur,Grape,Fruit,3
54448,Bulgur,Guava,Fruit,3
54449,Bulgur,Hogplum,Fruit,3
54450,Bulgur,Jackfruit,Fruit,3
54451,Bulgur,Kiwifruit,Fruit,3
54452,Bulgur,Litchi,Fruit,3
54453,Bulgur,Loquat,Fruit,3
54454,Bulgur,Mango,Fruit,3
54455,Bulgur,Melon,Fruit,3
54456,Bulgur,Musk Melon,Melon,3
54457,Bulgur,Naranjilla,Fruit,3
54458,Bulgur,Orange,Fruit,3
54459,Bulgur,Papaya,Fruit,3
54460,Bulgur,Passionfruit,Fruit,3
54461,Bulgur,Peach,Fruit,3
54462,Bulgur,Pear,Fruit,3
54463,Bulgur,Prickly Pear,Pear,3
54464,Bulgur,Pineapple,Fruit,3
54465,Bulgur,Plum,Fruit,3
54466,Bulgur,Pumpkin,Fruit,3
54467,Bulgur,Quince,Fruit,3
54468,Bulgur,Sapodilla,Fruit,3
54469,Bulgur,Soursop,Fruit,3
54470,Bulgur,Starfruit,Fruit,3
54471,Bulgur,Tamarind,Fruit,3
54472,Bulgur,Blueberry,Berry,3
54473,Bulgur,Cherry,Berry,3
54474,Bulgur,Bitter Cherry,Cherry,3
54475,Bulgur,Sour Cherry,Cherry,3
54476,Bulgur,Cloudberry,Berry,3
54477,Bulgur,Cranberry,Berry,3
54478,Bulgur,Gooseberry,Berry,3
54479,Bulgur,Lingonberry,Berry,3
54480,Bulgur,Loganberry,Berry,3
54481,Bulgur,Raspberry,Berry,3
54482,Bulgur,Strawberry,Berry,3
54483,Bulgur,Grapefruit Fruit,Fruit,3
54484,Bulgur,Kumquat Fruit,Fruit,3
54485,Bulgur,Lemon Fruit,Fruit,3
54486,Bulgur,Lime Fruit,Fruit,3
54487,Bulgur,Mandarin Orange Fruit,Orange,3
54488,Bulgur,Vanilla Fruit,Fruit,3
54489,Bulgur,Mushroom,Fungus,3
54490,Bulgur,Basil,Herb,3
54491,Bulgur,Buckwheat,Herb,3
54492,Bulgur,Chervil,Herb,3
54493,Bulgur,Coriander,Herb,3
54494,Bulgur,Dill,Herb,3
54495,Bulgur,Fennel,Herb,3
54496,Bulgur,Fenugreek,Herb,3
54497,Bulgur,Garlic,Herb,3
54498,Bulgur,Rhubarb,Herb,3
54499,Bulgur,Rosemary,Herb,3
54500,Bulgur,Sage,Herb,3
54501,Bulgur,Spearmint,Herb,3
54502,Bulgur,Tarragon,Herb,3
54503,Bulgur,Thyme,Herb,3
54504,Bulgur,Beef,Meat,3
54505,Bulgur,Chicken,Meat,3
54506,Bulgur,Mutton,Meat,3
54507,Bulgur,Pork,Meat,3
54508,Bulgur,Turkey,Meat,3
54509,Bulgur,Almond,Nut,3
54510,Bulgur,Brazil Nut,Nut,3
54511,Bulgur,Beans,Legume,3
54512,Bulgur,Lima Beans,Beans,3
54513,Bulgur,Peanut,Nut,3
54514,Coffee Mocha,Bread,Bakery,2
54515,Coffee Mocha,Rye Bread,Bread,2
54516,Coffee Mocha,Wholewheat Bread,Bread,2
54517,Coffee Mocha,Beer Beverage,Beverage,2
54518,Coffee Mocha,Gin Beverage,Beverage,2
54519,Coffee Mocha,Rum Beverage,Beverage,2
54520,Coffee Mocha,Whisky Beverage,Beverage,2
54521,Coffee Mocha,Wine Beverage,Beverage,2
54522,Coffee Mocha,Sake Beverage,Beverage,2
54523,Coffee Mocha,Coffee Beverage,Beverage,2
54524,Coffee Mocha,Barley,Cereal,2
54525,Coffee Mocha,Crispbread,Cereal,2
54526,Coffee Mocha,Oats,Cereal,2
54527,Coffee Mocha,Rice,Cereal,2
54528,Coffee Mocha,Corn,Maize,2
54529,Coffee Mocha,Popcorn,Maize,2
54530,Coffee Mocha,Butter,Dairy,2
54531,Coffee Mocha,Buttermilk,Dairy,2
54532,Coffee Mocha,Cheese,Dairy,2
54533,Coffee Mocha,Other Cheeses,Cheeses,2
54534,Coffee Mocha,Milk,Dairy,2
54535,Coffee Mocha,Milk Fat,Fat,2
54536,Coffee Mocha,Milk Powder,Powder,2
54537,Coffee Mocha,Yogurt,Dairy,2
54538,Coffee Mocha,Lemon Grass Essential,Grass,2
54539,Coffee Mocha,Crab,Seafood,2
54540,Coffee Mocha,Crayfish,Seafood,2
54541,Coffee Mocha,Kelp,Seafood,2
54542,Coffee Mocha,Lobster,Seafood,2
54543,Coffee Mocha,Mollusc,Seafood,2
54544,Coffee Mocha,Oyster,Seafood,2
54545,Coffee Mocha,Scallop,Seafood,2
54546,Coffee Mocha,Shrimp,Seafood,2
54547,Coffee Mocha,Squid,Seafood,2
54548,Coffee Mocha,Bonito,Fish,2
54549,Coffee Mocha,Codfish,Fish,2
54550,Coffee Mocha,Artichoke,Flower,2
54551,Coffee Mocha,Apple,Fruit,2
54552,Coffee Mocha,Apricot,Fruit,2
54553,Coffee Mocha,Avocado,Fruit,2
54554,Coffee Mocha,Banana,Fruit,2
54555,Coffee Mocha,Cherimoya,Fruit,2
54556,Coffee Mocha,Coconut,Fruit,2
54557,Coffee Mocha,Black Currant,Currant,2
54558,Coffee Mocha,Red Currant,Currant,2
54559,Coffee Mocha,Dates,Fruit,2
54560,Coffee Mocha,Durian,Fruit,2
54561,Coffee Mocha,Elderberry,Fruit-Berry,2
54562,Coffee Mocha,Feijoa,Fruit,2
54563,Coffee Mocha,Fig,Fruit,2
54564,Coffee Mocha,Grape,Fruit,2
54565,Coffee Mocha,Guava,Fruit,2
54566,Coffee Mocha,Hogplum,Fruit,2
54567,Coffee Mocha,Jackfruit,Fruit,2
54568,Coffee Mocha,Kiwifruit,Fruit,2
54569,Coffee Mocha,Litchi,Fruit,2
54570,Coffee Mocha,Loquat,Fruit,2
54571,Coffee Mocha,Mango,Fruit,2
54572,Coffee Mocha,Melon,Fruit,2
54573,Coffee Mocha,Musk Melon,Melon,2
54574,Coffee Mocha,Naranjilla,Fruit,2
54575,Coffee Mocha,Orange,Fruit,2
54576,Coffee Mocha,Papaya,Fruit,2
54577,Coffee Mocha,Passionfruit,Fruit,2
54578,Coffee Mocha,Peach,Fruit,2
54579,Coffee Mocha,Pear,Fruit,2
54580,Coffee Mocha,Prickly Pear,Pear,2
54581,Coffee Mocha,Pineapple,Fruit,2
54582,Coffee Mocha,Plum,Fruit,2
54583,Coffee Mocha,Pumpkin,Fruit,2
54584,Coffee Mocha,Quince,Fruit,2
54585,Coffee Mocha,Sapodilla,Fruit,2
54586,Coffee Mocha,Soursop,Fruit,2
54587,Coffee Mocha,Starfruit,Fruit,2
54588,Coffee Mocha,Tamarind,Fruit,2
54589,Coffee Mocha,Blueberry,Berry,2
54590,Coffee Mocha,Cherry,Berry,2
54591,Coffee Mocha,Bitter Cherry,Cherry,2
54592,Coffee Mocha,Sour Cherry,Cherry,2
54593,Coffee Mocha,Cloudberry,Berry,2
54594,Coffee Mocha,Cranberry,Berry,2
54595,Coffee Mocha,Gooseberry,Berry,2
54596,Coffee Mocha,Lingonberry,Berry,2
54597,Coffee Mocha,Loganberry,Berry,2
54598,Coffee Mocha,Raspberry,Berry,2
54599,Coffee Mocha,Strawberry,Berry,2
54600,Coffee Mocha,Grapefruit Fruit,Fruit,2
54601,Coffee Mocha,Kumquat Fruit,Fruit,2
54602,Coffee Mocha,Lemon Fruit,Fruit,2
54603,Coffee Mocha,Lime Fruit,Fruit,2
54604,Coffee Mocha,Mandarin Orange Fruit,Orange,2
54605,Coffee Mocha,Vanilla Fruit,Fruit,2
54606,Coffee Mocha,Mushroom,Fungus,2
54607,Coffee Mocha,Basil,Herb,2
