Name,Ash,Calcium,Calories,Carbohydrate,Copper,Fat,Iron,Magnesium,Potassium,Protein,Saturated_fatty_acids,Sodium,Vitamin_A_RAE,Vitamin_B6,Water,Zinc,Fatty_acids_total_trans,Manganese,Vitamin_D,Glycemic_Load,Completeness_Score,Amino_Acid_Score,Category,Sub_Category,cluster,Cohort
babyfood junior cherry cobbler,0.05,1.42,22.0,5.44,0.0,0.028,0.03,0.57,12.76,0.09,0.006,0.0,0.57,0.006,22.62,0.01,,0.006,0.0,2.0,15.0,,Standard Reference Foods,Baked_Products,1,Whole Nutrient
emu raw fan fillet,0.94,2.55,88.0,0.0,0.18,0.68,3.83,35.7,255.0,19.12,0.171,102.0,0.0,0.539,63.43,2.98,,0.025,,0.0,54.0,95.0,Branded Foods,Honey,0,Confectionaries
pancakes reduced fat plain,1.81,59.85,282.0,60.19,0.1,1.995,1.8,16.8,101.85,6.0,0.0,450.45,7.35,0.041,35.01,0.55,0.0,,0.1,,,,Branded Foods,,5,Unhealthy & Over-indulgent
restaurant sesame chicken chinese,9.52,65.64,1603.0,147.03,0.28,77.948,5.96,120.34,1115.88,78.39,13.183,2636.54,454.01,1.46,234.12,4.98,0.246,0.454,0.55,,,,Branded Foods,,5,Unhealthy & Over-indulgent
sausage smoked turkey italian,1.71,11.76,88.0,2.6,0.06,4.9,5.38,14.0,110.32,8.43,1.905,519.68,24.08,0.213,38.36,1.19,,0.037,,2.0,54.0,,Branded Foods,,2,Frozen & Preserved
babyfood junior squash vegetables,0.1,3.84,3.8,0.92,0.0,0.032,0.05,2.24,29.6,0.13,0.003,0.8,13.6,0.011,14.83,0.03,,0.013,0.0,0.0,76.0,,Standard Reference Foods,Baked_Products,1,Whole Nutrient
light ice cream creamsicle,0.87,62.0,165.0,32.75,0.02,3.08,0.0,12.0,174.0,1.54,1.813,46.0,93.0,0.038,61.77,0.66,,0.007,0.1,,,,Branded Foods,,1,Whole Nutrient
dennys mozzarella cheese sticks,8.48,754.68,739.0,62.06,0.15,40.744,1.92,47.88,275.88,30.92,15.146,2298.24,218.88,0.192,85.8,4.51,0.848,0.828,,,,,Branded Foods,Honey,5,Unhealthy & Over-indulgent
beverages root beer carbonated,0.03,1.54,13.0,3.26,0.0,0.0,0.02,0.31,0.31,0.0,0.0,4.0,0.0,0.0,27.5,0.02,0.0,0.004,0.0,1.0,3.0,0.0,Foundation Foods,Tomatoes,3,Packaged
radishes raw white icicle,0.4,13.5,7.0,1.31,0.05,0.05,0.4,4.5,140.0,0.55,0.015,8.0,0.0,0.037,47.69,0.07,0.0,0.017,0.0,1.0,74.0,69.0,Branded Foods,,0,Confectionaries
peppers sauteed red sweet,0.74,7.42,141.0,6.96,0.02,13.515,0.5,12.72,204.58,1.1,1.65,22.26,146.28,0.386,83.69,0.16,0.0,0.122,0.0,1.0,42.0,65.0,Branded Foods,,1,Whole Nutrient
candies with almonds nougat,0.06,4.48,56.0,12.93,0.02,0.234,0.08,4.48,14.7,0.47,0.233,4.62,0.0,0.003,0.3,0.06,,0.043,0.0,9.0,11.0,,Branded Foods,Powdered_Drinks,1,Whole Nutrient
poultry salad sandwich spread,0.16,1.3,26.0,0.96,0.0,1.758,0.08,1.3,23.79,1.51,0.449,84.89,5.46,0.014,8.6,0.14,,0.001,0.03,1.0,23.0,137.0,Branded Foods,,5,Unhealthy & Over-indulgent
asparagus drained solids canned,1.86,38.72,46.0,5.95,0.23,1.573,4.43,24.2,416.24,5.18,0.356,694.54,99.22,0.266,227.43,0.97,0.0,0.411,0.0,3.0,92.0,79.0,Standard Reference Foods,Baked_Products,2,Frozen & Preserved
beef smoked cured chopped,1.29,2.24,37.0,0.52,0.01,1.238,0.8,5.88,105.56,5.65,0.507,352.24,0.0,0.098,19.3,1.1,,0.008,,1.0,44.0,117.0,Foundation Foods,Tomatoes,2,Frozen & Preserved
babyfood strained veal meat,0.09,0.96,13.0,0.24,0.02,0.392,0.12,1.76,27.2,2.1,0.17,6.24,0.0,0.008,13.18,0.4,,0.006,0.11,0.0,40.0,,Standard Reference Foods,Baked_Products,4,Keto & Strength
babyfood strained beef meat,0.09,0.96,13.0,0.24,0.02,0.392,0.12,1.76,27.2,2.1,0.17,6.24,0.0,0.008,13.18,0.4,,0.006,0.11,0.0,45.0,,Standard Reference Foods,Baked_Products,4,Keto & Strength
popovers enriched dry mix,0.74,9.07,105.0,20.13,0.05,1.219,0.84,7.09,28.35,2.95,0.279,256.85,0.0,0.012,3.32,0.25,,0.21,,85.0,26.0,47.0,Branded Foods,,5,Unhealthy & Over-indulgent
popovers unenriched dry mix,0.74,9.07,105.0,20.13,0.05,1.219,0.84,7.09,28.35,2.95,0.279,256.85,0.0,0.012,3.32,0.25,,0.21,,85.0,14.0,47.0,Branded Foods,,5,Unhealthy & Over-indulgent
fungi dried cloud ears,0.62,44.52,80.0,20.44,0.05,0.204,1.65,23.24,211.12,2.59,,9.8,0.0,0.031,4.14,0.37,0.0,0.546,0.0,1.0,49.0,,Branded Foods,,1,Whole Nutrient
doritos nacho cheese tortilla chips 175 ounce plastic bag by frito lay,,19.84,240.0,28.0,,14.002,0.36,,,3.0,1.999,360.1,,0.08,,,0.0,,,,,,Branded Foods,Honey,0,Confectionaries
betty crocker frozen fruit snacks 10 count by general mills sales inc,,,80.0,19.0,,0.0,,,,0.0,0.0,34.96,,,,,0.0,,,,,,Foundation Foods,Tomatoes,3,Packaged
pork raw separable lean and fat boneless top loin chops loin fresh,1.1,7.91,175.0,0.0,0.06,7.842,0.56,29.38,421.49,24.35,2.769,54.24,1.13,0.82,79.53,1.75,0.072,0.008,0.45,0.0,39.0,151.0,Branded Foods,,4,Keto & Strength
rolls and corn starch rice starch made with rice flour white glutenfree,1.2,140.4,186.0,39.37,0.07,2.067,2.78,10.14,59.28,2.61,0.168,462.54,0.0,0.029,32.76,0.44,0.006,0.161,0.0,,,,Branded Foods,,5,Unhealthy & Over-indulgent
chicken raw meat and skin and giblets and neck broilers or fryers,0.68,9.35,181.0,0.11,0.05,12.605,1.11,17.0,160.65,15.58,3.604,59.5,197.2,0.289,56.39,1.26,,0.025,,1.0,39.0,133.0,Branded Foods,Canned_Tuna,4,Keto & Strength
food should taste good guacamole tortilla chips by general mills sales inc,,29.96,130.0,18.0,,5.001,0.8,,120.12,2.0,0.501,210.0,,,,,0.0,,,,,,Branded Foods,,5,Unhealthy & Over-indulgent
food should taste good cheddar tortilla chips by general mills sales inc,,29.96,130.0,18.0,,5.001,0.8,,120.12,2.0,0.501,210.0,,,,,0.0,,,,,,Branded Foods,,5,Unhealthy & Over-indulgent
pork raw separable lean only boneless sirloin chops or roasts loin fresh,1.25,6.78,139.0,0.93,0.06,4.271,0.87,24.86,423.75,24.13,1.564,73.45,3.39,0.65,82.42,2.06,0.044,0.011,0.45,0.0,44.0,146.0,Branded Foods,,4,Keto & Strength
pork raw separable lean only boneless blade chops or roasts loin fresh,1.25,6.78,139.0,0.93,0.06,4.271,0.87,24.86,423.75,24.13,1.564,73.45,3.39,0.65,82.42,2.06,0.044,0.011,0.45,,,,Branded Foods,,4,Keto & Strength
creamy dressing reduced calorie made with sour cream andor buttermilk and oil,0.46,0.9,24.0,1.05,0.0,2.1,0.02,0.3,5.4,0.23,0.317,124.95,1.65,0.004,11.1,0.01,,,0.0,,,,Branded Foods,Crusts_AND_Dough,2,Frozen & Preserved
pork roasted extra lean approximately 5 fat low sodium boneless ham cured,3.74,6.8,123.0,1.27,0.07,4.675,1.26,11.9,243.95,17.76,1.531,823.65,0.0,0.34,57.55,2.45,,,0.68,0.0,39.0,,Branded Foods,,2,Frozen & Preserved
act ii butter microwave popcorn 3count 16oz mini bags by conagra brands,,0.0,180.0,27.0,,8.001,0.72,,0.0,4.0,3.501,350.1,,,,,0.0,,,,,,,,5,Unhealthy & Over-indulgent
pork roasted cooked separable lean only bonein center rib roasts loin fresh,0.97,11.05,175.0,0.0,0.07,7.829,0.87,18.7,243.95,24.5,2.766,80.75,2.55,0.439,52.22,2.63,0.046,0.006,0.51,,,,Branded Foods,,4,Keto & Strength
gardettos reduced fat original recipe snack mix by general mills sales inc,,0.0,200.0,33.0,,5.998,1.08,,,4.0,0.998,519.8,,,,,0.0,,,,,,Branded Foods,,5,Unhealthy & Over-indulgent
pork roasted cooked boneless separable lean and fat countrystyle ribs loin fresh,0.99,11.05,230.0,0.0,0.07,15.563,0.77,20.4,374.85,22.44,5.594,59.5,3.4,0.409,46.42,2.06,0.051,0.013,0.77,,,,Branded Foods,,4,Keto & Strength
pork broiled cooked boneless separable lean and fat countrystyle ribs loin fresh,0.99,11.05,230.0,0.0,0.07,15.563,0.77,20.4,374.85,22.44,5.594,59.5,3.4,0.409,46.42,2.06,0.051,0.013,0.77,,,,Branded Foods,,4,Keto & Strength
pork roasted cooked boneless separable lean and fat countrystyle ribs loin fresh,0.89,6.8,210.0,0.0,0.06,13.37,0.76,20.4,346.8,22.34,3.747,49.3,3.4,0.465,48.83,1.98,0.031,0.008,1.02,,,,Branded Foods,,4,Keto & Strength
pork broiled cooked boneless separable lean and fat countrystyle ribs loin fresh,0.89,6.8,210.0,0.0,0.06,13.37,0.76,20.4,346.8,22.34,3.747,49.3,3.4,0.465,48.83,1.98,0.031,0.008,1.02,,,,Branded Foods,,4,Keto & Strength
doritos dinamita fiery habanero rolled tortilla chips 1125 ounces by frito lay,,0.0,160.0,18.0,,8.999,0.0,,,2.0,0.999,200.02,,,,,0.0,,,,,,Branded Foods,Honey,0,Confectionaries
annies organic berry patch bunny fruit snacks by general mills sales inc,,0.0,250.0,63.0,,0.0,0.0,,,0.0,0.0,180.18,,,,,0.0,,,,,,,,3,Packaged
chicken roasted cooked with added solution meat and skin drumstick dark meat,0.99,11.05,153.0,0.04,0.07,7.65,0.94,17.0,207.4,21.01,2.258,158.1,10.2,0.327,56.07,2.12,0.05,0.009,0.17,,,,Branded Foods,Canned_Tuna,0,Confectionaries
cheetos crunchy flamin hot limon cheese flavored snacks 237z by frito lay,,0.0,160.0,13.0,,11.001,0.36,,,1.0,1.501,260.12,,,,,0.0,,,,,,Branded Foods,Other_Condiments,5,Unhealthy & Over-indulgent
pork roasted cooked separable lean only boneless top loin roasts loin fresh,0.86,5.1,147.0,0.0,0.07,5.338,0.54,22.1,303.45,23.15,1.638,39.95,0.0,0.606,55.76,1.84,0.043,0.006,0.34,0.0,37.0,151.0,Branded Foods,,4,Keto & Strength
pork unheated separable lean and fat boneless whole ham  water added cured,2.74,5.1,146.0,0.68,0.08,10.625,0.87,12.75,169.15,11.89,3.55,908.65,8.5,0.213,59.07,1.13,0.085,0.019,,0.0,42.0,134.0,Branded Foods,,2,Frozen & Preserved
pork unheated separable lean and fat bonein rump ham  water added cured,2.74,5.1,146.0,0.68,0.08,10.625,0.87,12.75,169.15,11.89,3.55,908.65,8.5,0.213,59.07,1.13,0.085,0.019,,,,,Branded Foods,,2,Frozen & Preserved
pork unheated separable lean only boneless whole ham and water product cured,3.41,6.8,99.0,3.59,0.09,4.131,0.66,14.45,227.8,11.96,1.23,1113.5,11.05,0.25,62.09,1.36,0.031,0.034,0.51,16.0,40.0,134.0,Branded Foods,,2,Frozen & Preserved
crunch n munch caramel popcorn with peanuts 10 oz by conagra brands,,0.0,160.0,22.0,,7.0,0.0,,0.0,2.0,2.0,100.13,,,,,0.0,,,,,,Branded Foods,Crusts_AND_Dough,3,Packaged
pork broiled cooked separable lean and fat bonein blade chops loin fresh,0.99,47.6,196.0,0.0,0.09,12.197,0.74,17.0,267.75,20.16,3.688,62.9,3.4,0.416,52.23,2.68,0.056,0.009,0.85,,,,Branded Foods,,4,Keto & Strength
bread and eggs 80 margarine prepared with 2 milk dry mix cornbread,1.15,68.85,168.0,27.77,0.04,4.886,0.94,8.67,67.83,3.36,1.903,305.49,17.85,0.043,13.83,0.34,0.114,0.113,0.0,,,,Foundation Foods,Tomatoes,5,Unhealthy & Over-indulgent
chicken cooked meat and skin thigh original seasoning rotisserie broilers or fryers,1.46,12.75,156.0,0.02,0.04,6.953,0.47,22.1,245.65,23.36,1.797,294.95,10.2,0.254,53.97,0.78,0.084,0.014,,0.0,30.0,124.0,Branded Foods,Canned_Tuna,5,Unhealthy & Over-indulgent
chicken cooked meat and skin breast original seasoning rotisserie broilers or fryers,1.46,12.75,156.0,0.02,0.04,6.953,0.47,22.1,245.65,23.36,1.797,294.95,10.2,0.254,53.97,0.78,0.084,0.014,,0.0,32.0,100.0,Branded Foods,Canned_Tuna,5,Unhealthy & Over-indulgent
beverages assorted fruit flavors sweetened bottles water with added vitamins and minerals,0.17,40.29,52.0,13.01,0.02,0.0,0.0,7.11,0.0,0.0,0.0,0.0,75.84,0.199,223.82,0.76,0.0,,0.0,,,,Foundation Foods,Tomatoes,1,Whole Nutrient
turkey from whole raw with added solution meat and skin light meat,1.48,15.82,166.0,0.16,0.06,8.385,0.61,24.86,248.6,22.62,1.526,220.35,21.47,0.763,81.46,1.38,0.149,0.008,0.34,,,,Branded Foods,,0,Confectionaries
food should taste good guacamole tortilla chips by general mills sales inc,,40.04,130.0,17.0,,6.0,0.6,,0.0,2.0,1.0,169.96,,,,,0.0,,,,,,Branded Foods,,0,Confectionaries
food should taste good cheddar tortilla chips by general mills sales inc,,40.04,130.0,17.0,,6.0,0.6,,0.0,2.0,1.0,169.96,,,,,0.0,,,,,,Branded Foods,,0,Confectionaries
doritos tapatio hot sauce tortilla chips 11 ounce bag by frito lay,,0.0,140.0,16.0,,8.0,0.36,,,2.0,1.501,169.96,,0.04,,,0.0,,,,,,Branded Foods,Honey,0,Confectionaries
chicken batter fried cooked meat and skin dark meat broilers or fryers,1.11,17.85,253.0,7.97,0.07,15.844,1.22,17.0,157.25,18.57,4.207,250.75,26.35,0.212,41.5,1.77,,0.049,,8.0,27.0,134.0,Branded Foods,Canned_Tuna,0,Confectionaries
turkey from whole roasted cooked with added solution meat only light meat,1.22,11.05,108.0,0.0,0.05,1.768,0.47,25.5,211.65,22.92,0.504,202.3,2.55,0.592,59.65,1.27,0.02,0.009,0.26,,,,Branded Foods,,5,Unhealthy & Over-indulgent
pork raw separable lean only boneless sirloin chops or roasts loin fresh,1.47,10.17,137.0,0.0,0.08,2.927,0.63,25.99,400.02,25.78,1.024,71.19,2.26,0.69,83.96,1.94,0.008,0.012,0.45,0.0,44.0,146.0,Branded Foods,,4,Keto & Strength
pork raw separable lean only boneless blade chops or roasts loin fresh,1.47,10.17,137.0,0.0,0.08,2.927,0.63,25.99,400.02,25.78,1.024,71.19,2.26,0.69,83.96,1.94,0.008,0.012,0.45,,,,Branded Foods,,4,Keto & Strength
motts berry flavored fruit snacks 10 count by general mills sales inc,,0.0,80.0,19.0,,0.0,0.0,,,0.0,0.0,29.9,,,,,0.0,,,,,,Branded Foods,,3,Packaged
candies candy bar soft nougats peanut butter milk chocolate reeses fast break,1.29,20.16,277.0,35.78,0.18,12.998,0.36,33.6,143.92,5.0,4.5,179.76,7.84,0.034,0.93,0.81,0.0,0.407,0.0,22.0,16.0,,Branded Foods,Powdered_Drinks,3,Packaged
pork unheated separable lean and fat boneless whole ham  water added cured,2.99,6.8,103.0,1.21,0.09,4.573,0.72,16.15,265.2,14.5,1.606,957.1,11.05,0.346,61.92,1.5,0.04,0.019,0.51,0.0,42.0,134.0,Branded Foods,,2,Frozen & Preserved
pork unheated separable lean and fat bonein rump ham  water added cured,2.99,6.8,103.0,1.21,0.09,4.573,0.72,16.15,265.2,14.5,1.606,957.1,11.05,0.346,61.92,1.5,0.04,0.019,0.51,,,,Branded Foods,,2,Frozen & Preserved
corn with salt drained boiled cooked kernels on cob frozen white sweet,1.02,4.95,155.0,36.84,0.08,1.221,1.01,47.85,414.15,5.13,0.188,396.0,0.0,0.37,120.78,1.04,0.0,0.234,0.0,6.0,48.0,83.0,Branded Foods,Crusts_AND_Dough,5,Unhealthy & Over-indulgent
pork roasted cooked separable lean and fat shank half leg ham fresh,0.94,12.75,197.0,0.0,0.1,11.407,0.74,18.7,293.25,22.07,3.918,68.85,3.4,0.376,51.31,2.06,0.079,0.014,0.51,0.0,31.0,143.0,Branded Foods,,4,Keto & Strength
pork unheated separable lean only bonein rump ham with natural juices cured,2.52,7.65,104.0,0.37,0.09,2.95,0.89,17.85,257.55,19.3,0.986,759.05,8.5,0.286,60.18,2.04,0.025,0.019,,,,,Branded Foods,,2,Frozen & Preserved
chex mix savory snck mx pnt lovers by general mills sales inc,,0.0,150.0,21.0,,6.0,0.36,,,4.0,0.998,200.0,,,,,0.0,,,,,,Branded Foods,Canned_Tuna,0,Confectionaries
margarine with added vitamin d without salt stick composite 80 fat regular,0.27,0.42,100.0,0.1,0.0,11.299,0.01,0.42,2.52,0.02,2.126,0.28,114.66,0.001,2.31,0.0,,,1.5,,,,Branded Foods,,1,Whole Nutrient
infant formula not reconstituted liquid concentrate with iron good start supreme nestle,0.22,25.43,40.0,4.46,0.03,2.041,0.6,2.83,43.02,0.88,0.933,10.68,35.8,0.03,23.8,0.32,,,0.6,2.0,53.0,,Branded Foods,,1,Whole Nutrient
chicken cooked meat and skin thigh original seasoning rotisserie broilers or fryers,1.41,13.35,207.0,0.02,0.07,13.973,0.86,19.58,231.4,20.41,3.669,307.05,18.69,0.15,53.7,1.64,0.167,0.018,,0.0,30.0,124.0,Branded Foods,Canned_Tuna,0,Confectionaries
chicken cooked meat and skin breast original seasoning rotisserie broilers or fryers,1.41,13.35,207.0,0.02,0.07,13.973,0.86,19.58,231.4,20.41,3.669,307.05,18.69,0.15,53.7,1.64,0.167,0.018,,0.0,32.0,100.0,Branded Foods,Canned_Tuna,0,Confectionaries
infant formula with ara and dha ready to feed gentlease mead johnson,0.12,16.2,20.0,2.28,0.01,1.05,0.35,1.5,25.2,0.45,0.444,,17.7,0.012,26.1,0.2,,0.003,0.3,,,,Branded Foods,,2,Frozen & Preserved
pork panbroil heated separable lean only bonein slice ham  water added cured,3.45,9.35,111.0,1.26,0.1,3.655,0.95,17.0,245.65,18.73,1.223,1167.9,10.2,0.392,58.29,1.95,0.03,0.019,,,,,Branded Foods,,2,Frozen & Preserved
chex mix peanut butter  chocolate muddy buddies by general mills sales inc,,0.0,130.0,20.0,,4.5,0.6,,0.0,2.0,2.5,50.12,,,,,0.0,,,,,,Branded Foods,Canned_Tuna,3,Packaged
oil high oleic primary safflower oil of commerce salad or cooking safflower,0.0,0.0,120.0,0.0,0.0,13.6,0.0,0.0,0.0,0.0,1.026,0.0,0.0,0.0,0.0,0.0,0.013,0.0,0.0,,,,Branded Foods,,1,Whole Nutrient
water fruit flavored with corn syrup andor sugar and low calorie sweetener,2.0,34.0,36.0,9.0,0.01,0.0,0.0,6.0,0.0,0.0,0.0,16.0,64.0,0.168,188.88,0.64,0.0,,0.0,,,,Branded Foods,,3,Packaged
pork braised cooked separable lean and fat boneless sirloin chops loin fresh,1.2,9.35,145.0,0.0,0.07,4.649,0.6,21.25,349.35,24.15,1.59,47.6,1.7,0.445,55.91,1.71,0.007,0.012,0.34,0.0,37.0,145.0,Branded Foods,,4,Keto & Strength
lays wavy ranch flavored potato chips 95 ounce bag by frito lay,,0.0,160.0,15.0,,9.999,0.36,15.96,330.12,2.0,1.501,140.0,,0.16,,,0.0,,,,,,Branded Foods,,0,Confectionaries
ice cream added peanuts and chocolate sauce cone no sugar added lowfat,1.48,133.0,265.0,40.01,0.36,9.33,0.48,65.0,213.0,5.33,6.598,113.0,26.0,0.093,43.85,1.06,0.0,0.677,0.2,,,,Branded Foods,,3,Packaged
pork raw separable lean only composite of trimmed retail cuts loin and shoulder blade fresh,0.3,4.82,41.0,0.0,0.02,1.667,0.25,6.52,108.86,6.02,0.576,15.31,0.57,0.145,20.48,0.56,,0.003,,0.0,41.0,146.0,Branded Foods,,4,Keto & Strength
betty crocker teenage mutant ninja turtles fruit flavored snacks 20ct by general mills sales inc,,0.0,80.0,19.0,,0.0,0.0,,,0.0,0.0,29.9,,,,,0.0,,,,,,Foundation Foods,Tomatoes,3,Packaged
infant formula with ara and dha not reconstituted powder with iron prosobee enfamil mead johnson,0.27,46.64,45.0,4.8,0.03,2.376,0.84,3.61,53.68,1.12,0.994,16.1,40.48,0.027,0.23,0.54,,0.011,0.69,3.0,58.0,,Branded Foods,,3,Packaged
margarinelike with added vitamin d with salt unspecified oils approximately 37 fat vegetable oil spread,0.23,0.89,51.0,0.1,0.0,5.628,0.0,0.15,5.07,0.08,1.287,87.76,193.25,0.0,8.87,0.0,0.251,0.0,1.59,,,,Branded Foods,,5,Unhealthy & Over-indulgent
lays kettle cooked party size original potato chips 14 ounce plastic bag by frito lay,,5.88,150.0,17.0,,8.999,1.0,,376.88,2.0,1.501,89.88,,,,,0.0,,,,,,Branded Foods,,3,Packaged
infant formula with ara and dha ready to feed enfamil premature 30 calories mead johnson,0.27,48.49,31.0,3.39,0.04,1.464,0.53,2.75,28.98,0.98,0.671,20.74,122.0,0.044,24.4,0.44,,0.002,2.2,,,,Branded Foods,,3,Packaged
lays baked sour cream and onion potato crisps 625 ounce plastic bag by frito lay,,19.88,120.0,21.0,,3.5,0.3,,239.96,2.0,0.501,169.96,,,,,0.0,,,,,,Branded Foods,,0,Confectionaries
infant formula with dha and ara not reconstituted powder with iron alimentum advance abbott nutrition,0.38,46.46,45.0,4.52,0.03,2.453,0.8,3.31,52.03,1.22,1.243,19.49,39.85,0.027,0.13,0.33,,,0.5,,,,Branded Foods,,3,Packaged
annies organic bendy berry really peely fruit tape 6 count by general mills sales inc,,0.0,80.0,17.0,,1.0,0.8,,110.04,0.0,0.0,10.08,,,,,0.0,,,,,,,,1,Whole Nutrient
pork panbroiled cooked with added solution separable lean only boneless top loin chops loin fresh,1.43,8.5,144.0,0.0,0.05,4.25,0.54,23.8,439.45,24.61,1.527,177.65,0.0,0.416,54.82,1.72,0.025,0.0,,,,,Branded Foods,,0,Confectionaries
infant formula reconstituted with ara and dha liquid concentrate with iron infant enfamil mead johnson,0.1,15.96,21.0,2.46,0.02,1.095,0.37,1.56,22.22,0.41,0.463,5.63,18.47,0.012,27.23,0.21,,0.003,0.31,2.0,55.0,,Branded Foods,,1,Whole Nutrient
doritos dinamita cjile limon sazonado flavored tortilla chips 4 ounce plastic bag by frito lay,,0.0,140.0,16.0,,8.0,0.0,,,2.0,1.0,199.92,,,,,0.0,,,,,,Branded Foods,Honey,0,Confectionaries
lays stax hotn spicy barbecue flavored potato chips 55 ounce plastic canister by frito lay,,10.08,140.0,17.0,,7.0,0.3,,180.04,1.0,1.999,190.12,,,,,0.0,,,,,,Branded Foods,,0,Confectionaries
pork roasted heated separable lean and fat boneless spiral slice ham with natural juices cured,5.41,5.8,202.0,1.54,0.28,7.395,1.2,31.9,500.25,32.16,1.377,1416.65,18.85,0.612,99.37,2.61,0.014,0.032,1.16,2.0,42.0,134.0,Branded Foods,,2,Frozen & Preserved
infant formula with ara and dha liquid concentrate not reconstituted with iron nutramigen enfamil mead johnson,0.15,19.59,21.0,2.28,0.02,1.106,0.37,1.58,22.75,0.58,0.468,9.8,18.64,0.012,27.49,0.21,,,0.25,2.0,59.0,,Branded Foods,,3,Packaged
fruit rollups fruit by the foot gushers 16 count variety pack by general mills sales inc,,0.0,50.0,11.0,,1.0,0.0,,,0.0,0.5,49.98,,,,,0.0,,,,,,Branded Foods,,0,Confectionaries
lays kettle cooked sea salt  vinegar flavored potato chips 85 ounce plastic bags by frito lay,,0.0,150.0,17.0,,8.999,0.36,15.96,339.92,2.0,1.501,169.96,,0.2,,0.3,0.0,,,,,,Branded Foods,,0,Confectionaries
pork roasted heated separable lean only boneless meat only spiral slice ham with natural juices cured,3.2,3.4,107.0,0.92,0.16,3.213,0.71,18.7,296.65,19.18,0.419,838.1,11.05,0.364,59.05,1.55,0.009,0.019,0.68,2.0,43.0,134.0,Branded Foods,,2,Frozen & Preserved
pork raw separable lean and fat composite of trimmed retail cuts leg loin shoulder and spareribs fresh,0.27,5.39,61.0,0.0,0.02,4.238,0.24,5.95,94.97,5.37,1.497,15.59,0.57,0.126,18.46,0.57,,0.003,,0.0,35.0,145.0,Branded Foods,,4,Keto & Strength
cheetos crunchy cheese flavored snacks 12  1 ounce 12 ounces 12 pack plastic bag by frito lay,,15.0,160.0,15.0,,10.001,0.36,,52.92,2.0,1.5,249.89,,,,,0.0,,,,,,Branded Foods,Other_Condiments,5,Unhealthy & Over-indulgent
lays kettle cooked sea salt  cracked pepper flavored potato chips 85 ounce plastic bag by frito lay,,0.0,150.0,16.0,,8.999,0.72,15.96,360.08,2.0,1.501,110.04,,0.2,,,0.0,,,,,,Branded Foods,,0,Confectionaries
